year,marital,divorce,childs,age,educ,sex,race,relig,xmovie,pornlaw,hapmar
1986,married,ds_no,4,46,19,male,white,protestant,x_yes,illegal,veryhappy
1993,married,ds_no,4,30,14,female,white,protestant,x_no,illegalillegal8,veryhappy
2016,married,ds_no,0,30,12,male,black,orthodoxchristian,x_no,legal,veryhappy
2000,married,ds_no,1,20,12,female,white,protestant,x_yes,illegalillegal8,veryhappy
1987,married,ds_no,3,48,12,male,white,protestant,x_no,illegalillegal8,veryhappy
1994,married,ds_no,2,24,12,female,white,protestant,x_no,illegalillegal8,veryhappy
1994,married,ds_no,0,35,19,male,white,catholic,x_yes,illegal,veryhappy
2016,married,ds_no,1,54,12,male,white,protestant,x_yes,illegalillegal8,veryhappy
1993,married,ds_no,0,54,16,female,white,protestant,x_no,illegal,veryhappy
1993,married,ds_no,2,36,16,male,white,protestant,x_no,illegal,veryhappy
1994,married,ds_no,4,62,16,female,white,catholic,x_no,illegalillegal8,veryhappy
1984,married,ds_no,2,62,12,male,white,protestant,x_no,illegalillegal8,veryhappy
2000,married,ds_yes,1,46,12,male,white,none,x_yes,illegalillegal8,veryhappy
1996,married,ds_no,2,27,12,female,white,protestant,x_no,illegal,veryhappy
1987,married,ds_no,2,60,8,male,white,catholic,x_no,illegalillegal8,veryhappy
1986,married,ds_no,1,67,3,male,other,protestant,x_no,illegal,veryhappy
2014,married,ds_no,3,54,14,female,other,catholic,x_no,illegal,veryhappy
2010,married,ds_no,1,24,12,female,white,protestant,x_no,illegalillegal8,veryhappy
1986,married,ds_no,0,31,16,male,white,protestant,x_no,illegal,veryhappy
1984,married,ds_no,3,38,20,male,white,catholic,x_no,illegalillegal8,veryhappy
2010,married,ds_yes,4,40,14,female,white,protestant,x_no,illegalillegal8,veryhappy
1973,married,ds_no,4,63,8,male,white,catholic,x_no,illegal,veryhappy
2004,married,ds_no,0,52,16,male,white,catholic,x_yes,illegalillegal8,veryhappy
1973,married,ds_no,1,19,12,male,white,other,x_no,illegalillegal8,veryhappy
2008,married,ds_no,2,34,16,female,white,protestant,x_no,illegalillegal8,veryhappy
1978,married,ds_no,4,37,12,male,white,catholic,x_no,illegal,veryhappy
2006,married,ds_yes,4,49,11,male,black,protestant,x_yes,illegalillegal8,veryhappy
1984,married,ds_no,2,40,12,female,white,protestant,x_no,illegalillegal8,veryhappy
1998,married,ds_yes,3,63,12,male,white,protestant,x_no,illegal,veryhappy
1975,married,ds_no,1,32,16,female,white,catholic,x_no,illegal,veryhappy
2000,married,ds_no,2,45,10,female,white,protestant,x_no,illegalillegal8,veryhappy
1986,married,ds_yes,2,41,12,female,white,protestant,x_no,illegalillegal8,veryhappy
1984,married,ds_no,0,36,18,male,white,catholic,x_yes,legal,veryhappy
1978,married,ds_yes,1,35,98,male,white,protestant,x_yes,illegalillegal8,veryhappy
2004,married,ds_yes,7,64,8,female,white,protestant,x_no,illegal,veryhappy
1975,married,ds_no,1,21,13,female,white,catholic,x_no,illegalillegal8,veryhappy
1975,married,ds_no,0,68,14,female,white,protestant,x_no,illegalillegal8,veryhappy
1993,married,ds_no,3,39,10,male,black,protestant,x_no,illegalillegal8,veryhappy
1983,married,ds_no,2,59,11,female,white,protestant,x_no,illegal,veryhappy
2004,married,ds_no,2,85,8,male,white,catholic,x_no,legal,veryhappy
2016,married,ds_yes,0,50,12,female,white,protestant,x_yes,illegalillegal8,veryhappy
1975,married,ds_no,2,28,16,male,white,protestant,x_no,illegalillegal8,veryhappy
2006,married,ds_no,1,44,9,male,white,none,x_yes,illegalillegal8,veryhappy
1975,married,ds_no,4,57,10,female,white,protestant,x_yes,illegalillegal8,veryhappy
1988,married,ds_yes,5,45,15,male,white,protestant,x_yes,illegalillegal8,veryhappy
1973,married,ds_no,8,43,12,female,white,catholic,x_no,illegal,veryhappy
1983,married,ds_no,1,30,12,male,white,catholic,x_yes,illegalillegal8,veryhappy
1975,married,ds_no,2,33,12,female,white,protestant,x_no,illegal,veryhappy
2002,married,ds_no,2,26,14,male,white,catholic,x_yes,illegalillegal8,veryhappy
2014,married,ds_no,1,34,17,male,white,protestant,x_no,illegalillegal8,veryhappy
2016,married,ds_no,2,25,12,female,white,protestant,x_no,illegalillegal8,veryhappy
1994,married,ds_no,4,50,12,female,white,protestant,x_no,illegal,veryhappy
2006,married,ds_no,1,34,18,male,white,catholic,x_no,illegal,veryhappy
1994,married,ds_yes,2,49,12,male,white,catholic,x_no,illegal,veryhappy
1988,married,ds_yes,2,70,13,male,white,protestant,x_no,illegalillegal8,veryhappy
1983,married,ds_no,6,57,12,female,white,protestant,x_no,illegal,veryhappy
2002,married,ds_yes,5,64,0,male,white,protestant,x_no,illegal,veryhappy
2018,married,ds_yes,3,63,12,male,white,protestant,x_no,illegalillegal8,veryhappy
1978,married,ds_no,0,28,16,male,white,catholic,x_no,illegalillegal8,veryhappy
1986,married,ds_no,2,66,16,male,white,protestant,x_no,illegalillegal8,veryhappy
2002,married,ds_yes,2,89,2,male,white,protestant,x_no,illegal,veryhappy
1988,married,ds_no,0,32,12,male,white,catholic,x_yes,legal,veryhappy
1996,married,ds_no,6,70,12,female,black,protestant,x_no,illegal,veryhappy
1975,married,ds_no,4,39,12,male,white,protestant,x_no,illegal,veryhappy
2008,married,ds_no,0,34,19,male,white,catholic,x_no,illegalillegal8,veryhappy
1989,married,ds_no,2,28,12,female,white,protestant,x_yes,illegal,veryhappy
2012,married,ds_yes,2,71,14,male,white,protestant,x_no,illegalillegal8,veryhappy
1976,married,ds_no,7,62,14,male,white,catholic,x_no,illegal,veryhappy
2000,married,ds_no,3,58,12,female,white,catholic,x_no,illegal,veryhappy
1984,married,ds_yes,3,31,12,male,white,other,x_no,illegalillegal8,veryhappy
2014,married,ds_no,2,68,12,female,white,protestant,x_no,illegalillegal8,veryhappy
1984,married,ds_no,2,37,12,male,white,protestant,x_yes,illegalillegal8,veryhappy
2012,married,ds_yes,2,64,12,male,white,catholic,x_no,illegalillegal8,veryhappy
1988,married,ds_no,3,37,12,female,white,other,x_no,illegalillegal8,veryhappy
2006,married,ds_no,1,53,18,female,white,protestant,x_no,illegal,veryhappy
1975,married,ds_yes,2,30,13,male,white,catholic,x_no,legal,veryhappy
2016,married,ds_no,1,30,12,male,white,protestant,x_no,illegalillegal8,veryhappy
1991,married,ds_no,2,46,16,male,white,protestant,x_yes,illegal,veryhappy
1994,married,ds_no,3,52,16,female,white,protestant,x_no,illegal,veryhappy
1978,married,ds_no,0,24,16,female,white,protestant,x_no,illegalillegal8,veryhappy
1984,married,ds_no,4,42,12,female,white,protestant,x_no,illegalillegal8,veryhappy
1983,married,ds_no,2,65,10,male,white,protestant,x_no,illegal,veryhappy
2008,married,ds_no,3,61,12,male,white,protestant,x_no,illegalillegal8,veryhappy
1990,married,ds_no,0,28,16,female,white,protestant,x_no,illegal,veryhappy
2018,married,ds_no,3,75,13,female,white,protestant,x_no,illegal,veryhappy
1984,married,ds_no,4,48,10,female,white,protestant,x_no,illegalillegal8,veryhappy
1993,married,ds_yes,5,39,17,male,white,catholic,x_no,illegal,veryhappy
1980,married,ds_no,2,72,9,female,white,protestant,x_no,illegal,veryhappy
2000,married,ds_yes,1,53,12,female,white,protestant,x_no,illegalillegal8,veryhappy
2016,married,ds_yes,1,68,12,female,black,protestant,x_no,illegal,veryhappy
1991,married,ds_yes,3,47,16,male,white,protestant,x_no,illegalillegal8,veryhappy
1998,married,ds_no,0,40,12,male,white,protestant,x_yes,illegalillegal8,veryhappy
1983,married,ds_no,3,64,16,female,white,protestant,x_no,illegalillegal8,veryhappy
1998,married,ds_no,1,63,14,female,white,protestant,x_no,illegalillegal8,veryhappy
2010,married,ds_no,0,30,16,male,white,protestant,x_yes,illegalillegal8,veryhappy
2018,married,ds_no,3,39,18,male,black,protestant,x_no,illegal,veryhappy
1983,married,ds_no,2,43,12,female,white,protestant,x_no,illegalillegal8,veryhappy
1993,married,ds_no,3,30,12,female,white,none,x_yes,illegalillegal8,veryhappy
1986,married,ds_no,2,39,16,male,white,jewish,x_no,illegalillegal8,veryhappy
1973,married,ds_no,1,23,12,female,black,protestant,x_yes,illegalillegal8,veryhappy
1998,married,ds_no,2,42,16,female,white,catholic,x_no,illegalillegal8,veryhappy
1980,married,ds_no,4,77,10,male,white,catholic,x_no,illegalillegal8,veryhappy
2016,married,ds_no,3,34,10,female,other,catholic,x_no,illegalillegal8,veryhappy
2014,married,ds_no,0,54,16,female,white,christian,x_no,illegalillegal8,veryhappy
1973,married,ds_no,0,20,12,female,white,catholic,x_no,illegalillegal8,veryhappy
1987,married,ds_no,5,37,9,male,black,protestant,x_no,illegalillegal8,veryhappy
1984,married,ds_no,7,54,12,female,white,catholic,x_no,illegal,veryhappy
1996,married,ds_no,2,44,14,female,white,protestant,x_no,illegal,veryhappy
2014,married,ds_yes,3,33,15,female,white,christian,x_no,illegalillegal8,veryhappy
1980,married,ds_no,0,53,19,male,other,protestant,x_yes,illegalillegal8,veryhappy
2006,married,ds_no,2,31,17,male,white,protestant,x_no,illegal,veryhappy
1978,married,ds_no,1,32,12,male,white,protestant,x_no,legal,veryhappy
2018,married,ds_no,0,42,13,male,white,protestant,x_no,illegal,veryhappy
2008,married,ds_no,3,42,18,female,other,protestant,x_no,illegal,veryhappy
2010,married,ds_no,2,38,20,female,other,christian,x_no,illegalillegal8,veryhappy
2006,married,ds_no,3,26,14,female,other,none,x_no,illegal,veryhappy
1991,married,ds_yes,3,31,9,male,other,none,x_no,legal,veryhappy
1994,married,ds_yes,3,54,7,female,white,protestant,x_no,illegal,veryhappy
1980,married,ds_no,8,61,7,female,black,protestant,x_no,illegal,veryhappy
1994,married,ds_no,2,77,10,female,white,protestant,x_no,illegal,veryhappy
1973,married,ds_no,2,32,12,male,white,protestant,x_yes,illegalillegal8,veryhappy
2006,married,ds_no,0,59,16,female,white,catholic,x_yes,illegalillegal8,veryhappy
1987,married,ds_no,0,23,12,female,white,none,x_no,legal,veryhappy
2010,married,ds_no,0,40,16,male,white,catholic,x_no,illegalillegal8,veryhappy
1973,married,ds_yes,3,29,11,male,white,catholic,x_no,illegalillegal8,veryhappy
1996,married,ds_no,3,27,12,female,white,catholic,x_no,illegalillegal8,veryhappy
2004,married,ds_yes,3,43,11,female,white,catholic,x_no,illegalillegal8,veryhappy
1978,married,ds_no,0,76,0,male,black,protestant,x_yes,dontknow,veryhappy
1984,married,ds_no,3,24,12,female,white,protestant,x_no,illegal,veryhappy
1993,married,ds_no,2,40,18,male,white,other,x_no,legal,veryhappy
1976,married,ds_no,0,25,12,male,white,protestant,x_yes,illegalillegal8,veryhappy
1996,married,ds_no,0,79,12,male,black,protestant,x_no,illegal,veryhappy
1973,married,ds_no,2,29,12,female,white,none,x_no,illegalillegal8,veryhappy
2006,married,ds_yes,2,47,16,male,white,protestant,x_no,illegalillegal8,veryhappy
1978,married,ds_yes,0,50,8,male,white,protestant,x_yes,illegalillegal8,veryhappy
1983,married,ds_no,2,26,14,female,white,protestant,x_no,illegal,veryhappy
1996,married,ds_no,2,43,12,male,white,catholic,x_no,illegalillegal8,veryhappy
1976,married,ds_no,4,47,12,female,white,jewish,x_no,illegalillegal8,veryhappy
1998,married,ds_no,2,35,10,male,white,protestant,x_no,illegal,veryhappy
1994,married,ds_yes,0,72,6,male,white,protestant,x_no,illegalillegal8,veryhappy
1996,married,ds_no,2,38,20,female,white,protestant,x_no,illegalillegal8,veryhappy
1975,married,ds_no,0,66,14,male,white,catholic,x_no,illegal,veryhappy
1988,married,ds_no,3,73,12,male,white,protestant,x_no,illegal,veryhappy
1990,married,ds_no,3,62,20,male,white,none,x_yes,legal,veryhappy
2004,married,ds_yes,3,41,18,female,white,none,x_yes,legal,veryhappy
2002,married,ds_no,3,48,11,female,white,protestant,x_no,illegal,veryhappy
1994,married,ds_no,2,44,10,male,white,protestant,x_no,illegalillegal8,veryhappy
2014,married,ds_no,0,48,18,female,white,catholic,x_no,illegalillegal8,veryhappy
1996,married,ds_no,2,70,12,male,white,catholic,x_no,illegalillegal8,veryhappy
1993,married,ds_yes,0,27,9,male,white,none,x_yes,illegalillegal8,veryhappy
1978,married,ds_no,6,48,8,male,white,catholic,x_no,illegal,veryhappy
1980,married,ds_no,0,24,16,female,white,catholic,x_no,illegal,veryhappy
1980,married,ds_no,4,49,12,female,white,protestant,x_no,illegalillegal8,veryhappy
1983,married,ds_no,1,32,15,male,white,protestant,x_no,illegalillegal8,veryhappy
2018,married,ds_no,0,68,14,female,white,catholic,x_no,illegalillegal8,veryhappy
1994,married,ds_no,0,50,20,female,white,none,x_no,illegal,veryhappy
2000,married,ds_no,4,76,12,male,white,protestant,x_no,illegal,veryhappy
2014,married,ds_yes,2,58,14,female,white,noanswer,x_no,illegalillegal8,veryhappy
1996,married,ds_no,1,63,20,male,other,catholic,x_no,illegalillegal8,veryhappy
1986,married,ds_no,3,59,17,male,white,protestant,x_no,illegalillegal8,veryhappy
2006,married,ds_no,2,45,16,female,white,jewish,x_no,illegal,veryhappy
1996,married,ds_no,2,38,13,female,white,protestant,x_no,illegal,veryhappy
1998,married,ds_no,2,65,13,male,white,protestant,x_no,illegal,veryhappy
1987,married,ds_no,1,35,17,male,white,catholic,x_no,illegalillegal8,veryhappy
1991,married,ds_no,3,54,12,female,white,catholic,x_no,illegalillegal8,veryhappy
1988,married,ds_no,0,22,12,male,white,protestant,x_yes,illegal,veryhappy
1983,married,ds_no,3,29,12,male,white,protestant,x_yes,illegalillegal8,veryhappy
2008,married,ds_no,0,48,12,male,white,none,x_no,illegalillegal8,veryhappy
2006,married,ds_no,2,46,10,female,other,muslim,x_no,illegal,veryhappy
2006,married,ds_no,4,53,14,male,white,protestant,x_no,illegalillegal8,veryhappy
1998,married,ds_no,2,34,12,female,white,protestant,x_no,illegal,veryhappy
1993,married,ds_no,1,52,16,female,white,protestant,x_no,illegalillegal8,veryhappy
1976,married,ds_no,3,39,18,female,white,catholic,x_no,illegalillegal8,veryhappy
1998,married,ds_no,2,27,18,female,white,protestant,x_no,illegalillegal8,veryhappy
2016,married,ds_yes,3,67,18,female,white,protestant,x_no,illegal,veryhappy
2016,married,ds_no,2,29,16,male,white,protestant,x_yes,illegalillegal8,veryhappy
2018,married,ds_no,1,30,12,female,white,protestant,x_yes,illegalillegal8,veryhappy
1975,married,ds_no,1,65,12,male,white,protestant,x_no,illegal,veryhappy
1996,married,ds_no,1,47,14,male,white,protestant,x_yes,illegalillegal8,veryhappy
1987,married,ds_no,2,53,14,female,white,catholic,x_no,illegal,veryhappy
1993,married,ds_no,4,66,15,female,white,catholic,x_no,illegal,veryhappy
1973,married,ds_no,1,36,12,male,black,protestant,x_yes,illegalillegal8,veryhappy
2014,married,ds_no,2,49,16,male,white,catholic,x_no,illegalillegal8,veryhappy
2006,married,ds_no,0,24,13,male,white,protestant,x_no,illegalillegal8,veryhappy
2014,married,ds_no,2,53,16,male,white,protestant,x_no,illegalillegal8,veryhappy
2012,married,ds_no,4,46,6,male,white,catholic,x_no,illegal,veryhappy
1996,married,ds_no,2,36,6,male,other,catholic,x_no,illegal,veryhappy
1987,married,ds_no,2,33,12,female,white,protestant,x_no,illegalillegal8,veryhappy
2010,married,ds_no,2,72,17,male,white,protestant,x_no,illegalillegal8,veryhappy
1990,married,ds_no,3,35,18,female,white,protestant,x_no,illegalillegal8,veryhappy
1990,married,ds_no,8,89,2,male,other,protestant,x_no,illegalillegal8,veryhappy
1989,married,ds_no,8,55,14,female,white,catholic,x_no,illegal,veryhappy
1996,married,ds_no,3,49,15,male,white,protestant,x_yes,illegalillegal8,veryhappy
1989,married,ds_no,3,58,12,male,white,protestant,x_no,illegal,veryhappy
1991,married,ds_no,0,48,12,female,white,protestant,x_yes,illegalillegal8,veryhappy
1976,married,ds_yes,3,64,10,female,white,protestant,x_no,illegal,veryhappy
1983,married,ds_no,1,26,14,female,black,protestant,x_no,illegalillegal8,veryhappy
2006,married,ds_yes,4,79,13,male,white,catholic,x_no,illegal,veryhappy
1975,married,ds_no,4,38,12,male,white,catholic,x_no,illegal,veryhappy
1978,married,ds_no,3,32,16,male,white,protestant,x_no,illegal,veryhappy
1980,married,ds_no,0,29,16,male,white,protestant,x_yes,legal,veryhappy
1996,married,ds_no,3,70,12,male,white,protestant,x_yes,illegal,veryhappy
1984,married,ds_no,8,61,8,female,black,protestant,x_no,dontknow,veryhappy
1996,married,ds_yes,3,55,12,male,white,protestant,x_no,illegalillegal8,veryhappy
1980,married,ds_no,4,50,12,male,black,protestant,x_no,illegalillegal8,veryhappy
1994,married,ds_no,2,35,16,female,white,protestant,x_no,illegal,veryhappy
2000,married,ds_no,5,66,13,female,white,protestant,x_no,illegal,veryhappy
1983,married,ds_yes,6,33,12,male,white,protestant,x_no,illegal,veryhappy
2018,married,ds_no,0,46,12,female,white,protestant,x_no,illegalillegal8,veryhappy
1976,married,ds_no,1,62,12,female,white,protestant,x_no,illegalillegal8,veryhappy
2004,married,ds_no,3,56,14,male,other,catholic,x_no,illegalillegal8,veryhappy
2008,married,ds_no,0,46,11,male,white,none,x_no,illegalillegal8,veryhappy
1976,married,ds_no,1,26,15,male,white,protestant,x_no,illegalillegal8,veryhappy
1978,married,ds_no,0,61,9,female,white,protestant,x_no,illegal,veryhappy
2010,married,ds_yes,7,65,12,male,white,protestant,x_no,illegalillegal8,veryhappy
2010,married,ds_no,3,59,13,male,white,none,x_no,illegalillegal8,veryhappy
1994,married,ds_no,1,51,13,male,white,protestant,x_no,illegalillegal8,veryhappy
2008,married,ds_no,3,55,12,female,white,protestant,x_no,illegal,veryhappy
1980,married,ds_yes,3,39,9,female,white,protestant,x_no,illegal,veryhappy
2000,married,ds_no,2,32,12,male,other,catholic,x_no,illegal,veryhappy
1988,married,ds_no,1,72,7,male,white,protestant,x_no,illegal,veryhappy
2006,married,ds_yes,2,50,8,female,white,protestant,x_no,illegal,veryhappy
1986,married,ds_no,3,70,12,male,white,protestant,x_no,illegalillegal8,veryhappy
2000,married,ds_no,1,81,5,male,white,protestant,x_no,illegal,veryhappy
1976,married,ds_no,3,27,15,female,white,catholic,x_yes,illegalillegal8,veryhappy
1986,married,ds_no,3,37,16,male,white,protestant,x_no,illegalillegal8,veryhappy
2008,married,ds_no,2,50,3,male,white,catholic,x_no,illegalillegal8,veryhappy
1978,married,ds_no,3,26,12,female,white,protestant,x_no,illegal,veryhappy
2004,married,ds_yes,1,47,13,female,white,none,x_no,illegalillegal8,veryhappy
1976,married,ds_no,3,63,12,female,white,protestant,x_no,legal,veryhappy
2012,married,ds_no,2,62,16,male,white,protestant,x_no,illegal,veryhappy
1978,married,ds_no,2,64,15,female,white,protestant,x_no,illegal,veryhappy
2014,married,ds_no,3,43,20,male,white,none,x_no,illegalillegal8,veryhappy
1993,married,ds_no,0,33,19,male,white,protestant,x_no,illegalillegal8,veryhappy
1980,married,ds_no,7,63,8,female,white,protestant,x_no,illegal,veryhappy
2006,married,ds_no,2,35,16,female,white,none,x_no,illegalillegal8,veryhappy
1998,married,ds_yes,3,42,14,female,white,protestant,x_no,illegal,veryhappy
1998,married,ds_no,0,61,15,female,white,noanswer,x_no,legal,veryhappy
1996,married,ds_no,2,45,16,female,white,protestant,x_no,illegalillegal8,veryhappy
1984,married,ds_no,2,39,16,female,white,other,x_no,illegal,veryhappy
1987,married,ds_no,6,48,8,female,white,protestant,x_no,illegal,veryhappy
2012,married,ds_no,0,48,12,male,white,protestant,x_no,illegalillegal8,veryhappy
2014,married,ds_no,0,29,16,female,other,hinduism,x_no,illegalillegal8,veryhappy
1984,married,ds_no,2,35,16,male,white,protestant,x_no,illegal,veryhappy
1975,married,ds_no,0,62,11,female,white,catholic,x_no,illegal,veryhappy
1976,married,ds_yes,2,34,12,female,white,jewish,x_no,illegalillegal8,veryhappy
1980,married,ds_no,3,53,12,male,black,protestant,x_no,illegal,veryhappy
2012,married,ds_no,2,48,20,male,white,none,x_yes,illegal,veryhappy
2010,married,ds_no,2,34,13,female,white,protestant,x_no,illegalillegal8,veryhappy
1994,married,ds_no,2,34,15,male,white,none,x_yes,illegalillegal8,veryhappy
2000,married,ds_yes,2,30,13,female,white,protestant,x_no,illegalillegal8,veryhappy
2012,married,ds_no,1,25,16,female,white,christian,x_no,illegal,veryhappy
1993,married,ds_no,2,76,7,male,white,protestant,x_no,illegal,veryhappy
1986,married,ds_no,2,43,16,female,white,other,x_yes,illegal,veryhappy
2004,married,ds_no,0,49,20,female,white,protestant,x_no,illegalillegal8,veryhappy
2008,married,ds_no,2,34,13,female,white,catholic,x_no,illegalillegal8,veryhappy
1973,married,ds_no,5,43,11,female,white,protestant,x_no,illegal,veryhappy
1988,married,ds_no,6,57,9,male,white,catholic,x_no,illegalillegal8,veryhappy
1993,married,ds_no,3,53,16,female,white,protestant,x_no,illegal,veryhappy
1998,married,ds_yes,2,44,12,female,white,protestant,x_no,illegal,veryhappy
2000,married,ds_yes,1,70,18,male,white,protestant,x_no,illegal,veryhappy
1973,married,ds_no,2,38,13,female,black,protestant,x_no,illegal,veryhappy
2008,married,ds_yes,1,47,16,male,white,protestant,x_no,illegalillegal8,veryhappy
1990,married,ds_no,1,44,20,male,white,other,x_yes,illegalillegal8,veryhappy
1983,married,ds_no,2,54,18,male,white,protestant,x_no,illegalillegal8,veryhappy
1975,married,ds_no,3,57,12,female,white,catholic,x_no,illegal,veryhappy
1998,married,ds_no,2,41,13,female,white,catholic,x_no,illegal,veryhappy
1975,married,ds_no,0,62,12,male,white,catholic,x_no,illegalillegal8,veryhappy
1994,married,ds_no,2,47,12,female,white,protestant,x_no,illegalillegal8,veryhappy
1994,married,ds_no,2,49,12,male,white,protestant,x_no,illegalillegal8,veryhappy
1980,married,ds_yes,0,33,9,female,white,protestant,x_yes,illegalillegal8,veryhappy
1988,married,ds_no,3,31,11,male,white,protestant,x_yes,illegalillegal8,veryhappy
1975,married,ds_no,6,56,12,female,white,catholic,x_no,illegal,veryhappy
1976,married,ds_yes,4,32,12,female,white,catholic,x_yes,illegalillegal8,veryhappy
1986,married,ds_no,2,32,14,female,white,protestant,x_yes,illegalillegal8,veryhappy
1984,married,ds_no,6,51,12,male,white,catholic,x_no,illegal,veryhappy
1996,married,ds_no,3,62,8,male,white,catholic,x_no,illegal,veryhappy
2004,married,ds_yes,1,44,18,male,white,none,x_no,illegalillegal8,veryhappy
1976,married,ds_no,0,29,12,female,white,jewish,x_yes,illegalillegal8,veryhappy
2002,married,ds_no,0,77,9,female,white,protestant,x_no,illegal,veryhappy
2018,married,ds_no,2,54,12,male,white,catholic,x_no,legal,veryhappy
2006,married,ds_no,2,52,14,female,white,none,x_no,illegalillegal8,veryhappy
1976,married,ds_no,3,58,18,male,white,protestant,x_no,illegal,veryhappy
1980,married,ds_no,2,57,12,male,white,catholic,x_no,illegalillegal8,veryhappy
1984,married,ds_no,1,74,12,female,white,protestant,x_no,illegal,veryhappy
1984,married,ds_no,0,23,16,female,white,protestant,x_yes,illegalillegal8,veryhappy
1975,married,ds_no,3,60,12,female,white,protestant,x_no,illegal,veryhappy
1991,married,ds_no,1,36,18,male,white,protestant,x_no,illegalillegal8,veryhappy
1996,married,ds_no,1,60,13,female,white,protestant,x_no,illegal,veryhappy
1973,married,ds_no,2,70,12,female,white,jewish,x_no,illegal,veryhappy
1996,married,ds_no,0,29,16,male,white,jewish,x_yes,illegalillegal8,veryhappy
2018,married,ds_no,3,63,16,female,black,christian,x_no,illegalillegal8,veryhappy
1998,married,ds_yes,1,39,12,female,white,protestant,x_no,illegal,veryhappy
2006,married,ds_no,2,48,20,male,white,protestant,x_no,illegalillegal8,veryhappy
1991,married,ds_no,2,54,12,male,white,catholic,x_no,illegalillegal8,veryhappy
1984,married,ds_no,1,23,12,female,black,protestant,x_yes,illegal,veryhappy
2014,married,ds_no,1,33,16,female,white,christian,x_no,illegalillegal8,veryhappy
1983,married,ds_no,3,34,12,male,white,catholic,x_no,illegalillegal8,veryhappy
1973,married,ds_no,3,28,11,male,white,catholic,x_yes,illegalillegal8,veryhappy
1973,married,ds_no,0,56,12,female,black,protestant,x_no,illegalillegal8,veryhappy
2016,married,ds_no,3,38,11,female,white,catholic,x_no,illegal,veryhappy
1976,married,ds_no,0,29,16,male,white,protestant,x_no,illegalillegal8,veryhappy
2010,married,ds_no,0,23,12,female,white,other,x_no,illegalillegal8,veryhappy
1973,married,ds_no,1,57,13,male,white,protestant,x_no,illegalillegal8,veryhappy
1973,married,ds_no,2,20,11,female,white,catholic,x_yes,illegalillegal8,veryhappy
1975,married,ds_no,1,29,18,female,white,jewish,x_no,legal,veryhappy
1986,married,ds_no,1,27,16,female,white,catholic,x_no,illegalillegal8,veryhappy
2016,married,ds_yes,1,75,9,female,white,protestant,x_no,illegal,veryhappy
1983,married,ds_no,2,62,9,male,white,catholic,x_no,illegal,veryhappy
2016,married,ds_no,3,36,18,male,white,catholic,x_yes,illegalillegal8,veryhappy
1975,married,ds_no,2,46,16,female,white,jewish,x_no,legal,veryhappy
2008,married,ds_yes,3,58,14,male,white,catholic,x_no,illegalillegal8,veryhappy
1994,married,ds_no,2,42,12,male,white,protestant,x_no,illegal,veryhappy
1978,married,ds_no,3,38,12,female,white,protestant,x_no,illegal,veryhappy
2012,married,ds_no,2,26,15,male,white,catholic,x_yes,illegalillegal8,veryhappy
1976,married,ds_yes,1,73,8,male,white,protestant,x_no,illegalillegal8,veryhappy
1978,married,ds_no,1,71,7,male,white,catholic,x_no,illegal,veryhappy
1990,married,ds_no,3,62,7,male,white,protestant,x_no,illegalillegal8,veryhappy
1975,married,ds_no,3,65,12,male,white,protestant,x_no,illegalillegal8,veryhappy
1975,married,ds_no,3,45,10,female,white,protestant,x_no,illegalillegal8,veryhappy
1998,married,ds_no,1,51,10,female,white,protestant,x_no,illegalillegal8,veryhappy
1994,married,ds_no,7,57,7,female,black,protestant,x_no,legal,veryhappy
1993,married,ds_yes,2,51,12,male,white,protestant,x_yes,illegalillegal8,veryhappy
2018,married,ds_no,2,36,16,male,white,protestant,x_no,illegalillegal8,veryhappy
1998,married,ds_no,3,66,16,female,white,protestant,x_no,illegal,veryhappy
2006,married,ds_yes,2,45,15,male,white,catholic,x_no,illegal,veryhappy
2006,married,ds_no,0,26,16,female,white,catholic,x_no,illegal,veryhappy
2016,married,ds_no,2,37,16,male,white,none,x_no,illegalillegal8,veryhappy
2008,married,ds_no,2,66,12,male,white,catholic,x_no,legal,veryhappy
1980,married,ds_no,3,56,12,male,white,protestant,x_no,illegalillegal8,veryhappy
1986,married,ds_yes,2,25,12,female,white,protestant,x_yes,illegal,veryhappy
2016,married,ds_no,4,30,14,male,black,protestant,x_yes,illegalillegal8,veryhappy
1980,married,ds_no,2,31,13,female,white,catholic,x_yes,illegalillegal8,veryhappy
1984,married,ds_no,4,58,8,female,white,protestant,x_no,illegal,veryhappy
1976,married,ds_yes,4,37,17,male,white,protestant,x_no,illegalillegal8,veryhappy
1990,married,ds_no,0,36,14,female,white,protestant,x_yes,illegalillegal8,veryhappy
1996,married,ds_no,2,52,15,male,white,protestant,x_no,illegalillegal8,veryhappy
1991,married,ds_yes,5,58,8,male,black,protestant,x_yes,illegalillegal8,veryhappy
1975,married,ds_no,0,26,12,male,black,protestant,x_yes,illegalillegal8,veryhappy
1990,married,ds_no,0,24,12,female,white,protestant,x_yes,illegalillegal8,veryhappy
1975,married,ds_yes,1,29,11,female,white,catholic,x_no,illegal,veryhappy
2018,married,ds_no,3,74,18,male,white,protestant,x_no,illegal,veryhappy
1973,married,ds_no,4,46,9,male,white,catholic,x_no,illegal,veryhappy
1980,married,ds_no,3,30,12,male,white,protestant,x_no,illegalillegal8,veryhappy
1987,married,ds_no,1,72,8,female,white,protestant,x_no,illegal,veryhappy
