work,fnlwgt,education,marital,occupation,sex,capitalgain,capitalloss,hoursperweek,race,income
State-gov,151763,edu3,Single,Adm-clerical,Male,0,0,25,White,<=50K
Private,167149,edu2,Single,Sales,Female,0,0,25,White,<=50K
Private,86332,edu3,Married,Other-service,Male,4064,0,55,White,<=50K
Private,147655,edu2,Single,Tech-support,Female,0,0,40,White,<=50K
Private,145649,edu2,Single,Sales,Female,0,0,25,Black,<=50K
Private,243178,edu2,Single,Handlers-cleaners,Male,0,0,28,White,<=50K
Private,194538,edu3,Married,Machine-op-inspct,Male,0,0,48,White,>50K
Private,188798,edu3,Married,Exec-managerial,Female,0,0,40,White,>50K
Private,110142,edu2,Single,Sales,Female,0,0,40,White,<=50K
Private,303954,edu2,Married,Craft-repair,Male,0,1848,42,White,>50K
Private,223881,edu3,Married,Tech-support,Male,7298,0,40,White,>50K
Private,206253,edu2,Single,Other-service,Female,0,1617,40,White,<=50K
State-gov,77723,edu3,Single,Exec-managerial,Female,0,0,40,Asian-Pac-Islander,<=50K
Private,194259,edu1,Married,Exec-managerial,Female,0,0,50,White,<=50K
Private,338013,edu2,Single,Tech-support,Female,0,0,40,White,<=50K
Private,248694,edu2,Single,Craft-repair,Male,0,0,60,White,<=50K
Self-emp-inc,151580,edu3,Married,Tech-support,Male,0,0,40,White,>50K
Private,248694,edu2,Single,Craft-repair,Male,0,0,40,White,<=50K
Private,51494,edu2,Married,Machine-op-inspct,Male,0,0,65,White,<=50K
Private,180758,edu2,Married,Handlers-cleaners,Male,0,0,30,White,<=50K
Private,328167,edu2,Single,Other-service,Male,0,0,35,White,<=50K
Private,200117,edu2,Single,Adm-clerical,Male,0,0,40,White,<=50K
Private,106273,edu2,Single,Sales,Female,0,0,38,White,<=50K
Private,398874,edu3,Single,Prof-specialty,Male,0,0,42,White,<=50K
Private,215616,edu2,Single,Other-service,Female,0,0,20,White,<=50K
Private,193882,edu3,Married,Exec-managerial,Male,0,0,40,White,>50K
Private,192572,edu2,Single,Adm-clerical,Female,0,0,45,White,<=50K
State-gov,152711,edu3,Married,Exec-managerial,Male,0,0,40,White,>50K
Private,172748,edu2,Married,Exec-managerial,Male,0,0,40,White,<=50K
Private,292590,edu2,Single,Other-service,Female,0,0,20,White,<=50K
Private,149102,edu3,Single,Exec-managerial,Male,0,0,45,White,<=50K
Federal-gov,216453,edu3,Single,Exec-managerial,Female,0,0,45,Black,<=50K
Private,358677,edu2,Single,Other-service,Male,0,0,35,Black,<=50K
Self-emp-not-inc,29320,edu3,Single,Prof-specialty,Male,0,0,60,White,>50K
Private,236570,edu2,Single,Adm-clerical,Female,0,0,16,White,<=50K
Private,151584,edu3,Married,Exec-managerial,Male,7688,0,60,White,>50K
State-gov,113129,edu2,Single,Other-service,Female,0,0,65,White,<=50K
Private,129246,edu1,Married,Craft-repair,Male,0,0,48,White,<=50K
Local-gov,84257,edu3,Single,Prof-specialty,Male,0,0,50,White,<=50K
Private,152744,edu3,Single,Prof-specialty,Female,0,0,40,Asian-Pac-Islander,<=50K
Self-emp-inc,159028,edu3,Married,Prof-specialty,Male,99999,0,60,White,>50K
Private,98350,edu1,Married,Other-service,Male,0,0,37,Asian-Pac-Islander,<=50K
Private,166210,edu2,Single,Handlers-cleaners,Male,0,0,50,White,<=50K
Private,247506,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,268022,edu3,Married,Sales,Male,0,0,40,White,>50K
Private,183470,edu3,Married,Craft-repair,Male,0,0,42,Amer-Indian-Eskimo,<=50K
Private,65382,edu2,Married,Exec-managerial,Male,0,0,40,White,<=50K
Private,128529,edu2,Single,Other-service,Female,0,0,28,White,<=50K
Federal-gov,68840,edu2,Married,Exec-managerial,Male,0,0,40,White,>50K
Private,81400,edu1,Married,Other-service,Female,0,0,25,White,<=50K
Private,106043,edu2,Married,Sales,Male,0,0,40,Black,>50K
Private,200593,edu2,Married,Handlers-cleaners,Male,0,0,50,White,<=50K
Private,83451,edu2,Single,Adm-clerical,Female,0,0,25,White,<=50K
Private,75763,edu3,Married,Transport-moving,Male,0,0,65,White,<=50K
Local-gov,94064,edu3,Married,Prof-specialty,Male,0,0,50,White,<=50K
Private,347166,edu3,Single,Prof-specialty,Male,0,0,50,White,>50K
Federal-gov,81487,edu2,Married,Adm-clerical,Male,0,0,40,White,>50K
State-gov,308955,edu3,Married,Prof-specialty,Male,0,0,20,White,<=50K
Private,242559,edu2,Single,Machine-op-inspct,Female,0,1408,40,Black,<=50K
Private,377322,edu3,Married,Machine-op-inspct,Male,0,0,40,Black,<=50K
Private,205337,edu2,Married,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,176452,edu2,Married,Tech-support,Male,0,0,40,White,<=50K
Self-emp-inc,119565,edu3,Married,Sales,Male,0,0,40,White,>50K
State-gov,44172,edu2,Single,Exec-managerial,Female,0,0,38,White,<=50K
Private,162869,edu2,Single,Handlers-cleaners,Male,0,0,40,White,<=50K
Private,370502,edu2,Married,Other-service,Male,0,0,25,White,<=50K
Private,201764,edu2,Single,Craft-repair,Male,0,0,40,White,<=50K
Private,102976,edu3,Single,Exec-managerial,Male,0,0,50,White,>50K
Local-gov,233571,edu3,Single,Prof-specialty,Female,0,0,40,White,<=50K
Private,352248,edu3,Married,Adm-clerical,Male,0,0,40,White,<=50K
Private,222654,edu1,Single,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,221452,edu2,Single,Adm-clerical,Male,0,0,40,White,<=50K
Private,321824,edu2,Married,Craft-repair,Male,0,0,8,White,<=50K
Private,122533,edu3,Married,Exec-managerial,Male,0,0,40,White,>50K
Private,21175,edu1,Married,Exec-managerial,Male,0,0,60,White,<=50K
State-gov,208785,edu2,Single,Prof-specialty,Male,10520,0,40,White,>50K
Private,303155,edu3,Married,Exec-managerial,Male,0,0,50,White,>50K
Private,36601,edu2,Single,Other-service,Female,0,0,35,White,<=50K
Private,157403,edu2,Single,Craft-repair,Male,0,0,38,White,<=50K
Local-gov,152795,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Self-emp-not-inc,135416,edu2,Married,Other-service,Female,0,0,50,White,<=50K
Private,113397,edu2,Married,Sales,Male,0,0,45,White,<=50K
State-gov,624572,edu2,Single,Adm-clerical,Female,0,0,40,Black,<=50K
Local-gov,115023,edu2,Married,Other-service,Male,0,0,40,White,<=50K
Private,160474,edu2,Single,Adm-clerical,Female,0,1590,43,White,<=50K
Private,154374,edu3,Married,Exec-managerial,Male,0,2415,60,White,>50K
Private,127264,edu2,Married,Craft-repair,Male,0,0,34,White,<=50K
Private,130741,edu3,Single,Sales,Male,0,0,40,White,<=50K
Private,203393,edu3,Married,Craft-repair,Female,0,0,35,Black,>50K
Self-emp-not-inc,280570,edu2,Married,Exec-managerial,Male,0,0,35,White,<=50K
Self-emp-not-inc,254303,edu2,Single,Other-service,Male,0,0,45,White,<=50K
Private,124137,edu2,Single,Adm-clerical,Male,0,0,41,White,<=50K
Private,337766,edu2,Married,Adm-clerical,Male,0,0,40,White,<=50K
Private,208302,edu2,Single,Other-service,Male,0,0,30,White,<=50K
Self-emp-not-inc,151809,edu2,Single,Farming-fishing,Male,0,0,50,White,<=50K
Private,178983,edu2,Married,Adm-clerical,Female,0,0,30,White,>50K
Private,197389,edu2,Married,Machine-op-inspct,Female,0,0,40,White,<=50K
Local-gov,251786,edu2,Single,Adm-clerical,Female,0,0,37,White,<=50K
Federal-gov,129177,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,183778,edu3,Single,Tech-support,Male,0,0,45,White,<=50K
Self-emp-not-inc,144822,edu1,Married,Craft-repair,Male,0,0,45,White,<=50K
Local-gov,129232,edu2,Single,Adm-clerical,Male,0,0,40,White,<=50K
Private,357118,edu3,Married,Prof-specialty,Female,0,0,40,White,>50K
Private,440456,edu3,Single,Other-service,Male,0,0,40,White,<=50K
Private,314153,edu3,Married,Sales,Male,0,1887,55,White,>50K
Private,180099,edu1,Single,Other-service,Female,0,0,40,Black,<=50K
State-gov,188986,edu3,Single,Tech-support,Female,0,1590,64,White,<=50K
Private,19513,edu2,Single,Sales,Female,0,0,40,Amer-Indian-Eskimo,<=50K
Self-emp-inc,124685,edu3,Single,Exec-managerial,Male,0,0,99,Asian-Pac-Islander,>50K
Private,260645,edu2,Single,Sales,Female,0,0,40,White,<=50K
Private,117816,edu1,Single,Handlers-cleaners,Male,0,0,70,White,<=50K
Private,410439,edu2,Single,Sales,Male,0,0,24,White,<=50K
Private,433375,edu1,Married,Craft-repair,Male,0,0,35,White,<=50K
Local-gov,197886,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,41763,edu3,Married,Other-service,Male,0,0,30,White,<=50K
Private,317809,edu3,Married,Prof-specialty,Male,0,0,40,White,>50K
Private,642830,edu2,Single,Protective-serv,Female,0,0,32,White,<=50K
Local-gov,50929,edu2,Married,Exec-managerial,Male,0,0,60,White,>50K
Private,232586,edu1,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,166634,edu2,Single,Exec-managerial,Female,0,0,40,White,<=50K
Private,194995,edu3,Married,Exec-managerial,Male,0,0,50,White,>50K
Private,226443,edu3,Married,Prof-specialty,Male,0,1977,70,White,>50K
Self-emp-inc,233727,edu3,Married,Sales,Male,7688,0,60,White,>50K
Private,442359,edu2,Single,Sales,Female,8614,0,15,White,>50K
Private,99385,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,269722,edu2,Single,Adm-clerical,Male,0,0,38,White,<=50K
Private,103089,edu2,Single,Prof-specialty,Female,1506,0,40,White,<=50K
State-gov,62726,edu2,Single,Other-service,Female,0,0,40,White,<=50K
Local-gov,314375,edu2,Married,Protective-serv,Male,0,0,30,White,<=50K
Private,162572,edu3,Married,Sales,Male,15024,0,60,White,>50K
Private,297847,edu1,Married,Other-service,Female,3411,0,34,Black,<=50K
Private,180667,edu2,Married,Craft-repair,Male,0,1887,60,White,>50K
Private,190759,edu2,Married,Craft-repair,Male,0,0,42,White,<=50K
Private,175614,edu1,Single,Other-service,Female,0,0,40,White,<=50K
Private,39623,edu2,Single,Sales,Female,0,0,25,White,<=50K
Private,126613,edu2,Single,Sales,Female,0,0,40,White,<=50K
State-gov,98989,edu2,Married,Other-service,Male,0,0,40,Amer-Indian-Eskimo,<=50K
Private,179130,edu2,Single,Sales,Female,0,0,38,White,<=50K
Local-gov,445382,edu3,Single,Exec-managerial,Male,0,0,45,White,>50K
Private,262439,edu2,Married,Adm-clerical,Female,0,0,35,White,>50K
Private,181810,edu2,Married,Craft-repair,Male,4064,0,40,Black,<=50K
Private,70240,edu2,Single,Other-service,Female,0,0,40,Asian-Pac-Islander,<=50K
Private,204816,edu2,Married,Exec-managerial,Male,0,0,40,White,>50K
Private,296478,edu2,Married,Sales,Male,0,0,40,White,>50K
Private,298489,edu2,Single,Craft-repair,Male,0,0,40,White,<=50K
Self-emp-not-inc,207438,edu2,Married,Other-service,Female,0,0,40,White,<=50K
Private,36201,edu3,Single,Sales,Male,0,0,50,White,<=50K
Private,103990,edu3,Married,Other-service,Male,0,0,12,White,<=50K
Private,73394,edu2,Married,Exec-managerial,Female,0,0,50,White,<=50K
Private,132879,edu2,Single,Exec-managerial,Male,0,0,45,White,<=50K
Self-emp-not-inc,248094,edu2,Married,Farming-fishing,Male,0,0,50,White,<=50K
Private,66356,edu2,Single,Handlers-cleaners,Male,0,0,40,White,<=50K
Local-gov,301638,edu1,Married,Transport-moving,Male,0,1579,40,White,<=50K
Private,134960,edu2,Married,Sales,Male,0,0,40,White,<=50K
Private,271753,edu3,Married,Farming-fishing,Male,0,0,40,White,<=50K
Local-gov,215175,edu3,Married,Prof-specialty,Male,0,0,60,White,<=50K
Private,172046,edu3,Married,Exec-managerial,Male,0,0,45,White,>50K
Self-emp-not-inc,181033,edu2,Married,Farming-fishing,Male,0,0,60,White,<=50K
Private,182062,edu2,Married,Transport-moving,Male,0,0,48,White,>50K
Private,217201,edu2,Married,Craft-repair,Female,0,0,45,White,>50K
State-gov,107218,edu3,Single,Tech-support,Male,0,0,20,Asian-Pac-Islander,<=50K
Local-gov,132368,edu1,Married,Transport-moving,Male,0,0,40,White,<=50K
Private,31267,edu1,Married,Craft-repair,Male,0,0,40,White,<=50K
Local-gov,255004,edu2,Single,Craft-repair,Male,0,0,40,White,<=50K
Private,27049,edu2,Single,Adm-clerical,Female,0,0,12,White,<=50K
Private,100950,edu3,Single,Prof-specialty,Female,0,0,40,White,<=50K
Self-emp-not-inc,282461,edu2,Married,Exec-managerial,Male,0,0,60,White,<=50K
Private,205737,edu2,Married,Other-service,Male,0,0,40,White,<=50K
Private,169496,edu2,Married,Handlers-cleaners,Male,0,0,40,White,<=50K
Private,312206,edu2,Married,Prof-specialty,Male,0,0,60,White,>50K
Private,160398,edu2,Married,Handlers-cleaners,Male,0,0,40,White,<=50K
Private,394612,edu3,Single,Tech-support,Male,0,0,40,Black,<=50K
Self-emp-not-inc,74538,edu2,Single,Tech-support,Male,0,0,25,White,<=50K
Private,270043,edu2,Single,Tech-support,Female,0,0,25,White,<=50K
Private,246463,edu2,Married,Craft-repair,Male,0,0,45,White,<=50K
Private,111939,edu3,Married,Prof-specialty,Male,0,0,50,White,>50K
Local-gov,142297,edu1,Married,Adm-clerical,Female,0,0,17,White,<=50K
Private,196360,edu2,Married,Exec-managerial,Male,0,0,46,White,>50K
Private,153021,edu1,Single,Sales,Female,0,0,20,White,<=50K
Private,203783,edu2,Single,Adm-clerical,Female,0,0,8,White,<=50K
Private,167558,edu2,Single,Sales,Female,0,0,35,White,<=50K
Private,205759,edu3,Single,Prof-specialty,Male,0,0,40,White,<=50K
Private,184857,edu2,Married,Craft-repair,Male,0,0,16,White,<=50K
Private,192713,edu2,Married,Sales,Male,0,0,50,White,>50K
Self-emp-inc,204598,edu3,Married,Other-service,Male,3464,0,80,White,<=50K
Private,202642,edu3,Single,Prof-specialty,Female,0,0,40,Black,<=50K
Private,182823,edu3,Single,Sales,Male,0,0,30,White,<=50K
Private,114765,edu1,Single,Other-service,Female,0,0,35,White,<=50K
Private,300168,edu1,Single,Adm-clerical,Female,0,0,40,Black,<=50K
Private,82847,edu2,Single,Other-service,Female,0,0,50,White,>50K
Private,129784,edu2,Single,Other-service,Female,0,0,40,White,<=50K
Private,142724,edu2,Single,Exec-managerial,Female,0,0,43,White,<=50K
Private,163021,edu2,Single,Exec-managerial,Female,0,0,40,White,<=50K
Private,136094,edu2,Single,Handlers-cleaners,Male,0,0,40,White,<=50K
Self-emp-inc,241431,edu3,Married,Prof-specialty,Male,0,0,35,White,>50K
Self-emp-not-inc,22907,edu1,Married,Farming-fishing,Male,0,0,40,White,<=50K
Federal-gov,182344,edu2,Married,Other-service,Male,0,0,40,Black,<=50K
Private,27408,edu2,Married,Sales,Male,0,0,50,White,<=50K
Private,180949,edu2,Married,Transport-moving,Male,0,0,30,White,<=50K
Private,209423,edu1,Married,Other-service,Male,0,0,38,White,<=50K
Private,96115,edu3,Single,Other-service,Male,0,0,40,White,<=50K
Private,202239,edu1,Married,Prof-specialty,Male,0,0,55,White,<=50K
Local-gov,223267,edu3,Married,Prof-specialty,Male,0,0,48,White,<=50K
Local-gov,175428,edu3,Married,Prof-specialty,Male,0,0,40,White,>50K
Private,315037,edu3,Married,Craft-repair,Male,0,0,45,White,>50K
Private,177616,edu1,Single,Machine-op-inspct,Female,0,0,40,White,<=50K
Private,172037,edu2,Married,Other-service,Male,0,0,40,White,<=50K
Private,177633,edu2,Married,Machine-op-inspct,Male,0,0,50,White,>50K
Self-emp-not-inc,151369,edu3,Married,Prof-specialty,Male,99999,0,30,White,>50K
State-gov,169926,edu3,Married,Prof-specialty,Female,0,0,21,White,>50K
Private,219863,edu3,Married,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,98725,edu1,Single,Handlers-cleaners,Female,0,0,60,White,<=50K
Private,440934,edu2,Single,Sales,Male,0,0,40,White,<=50K
Private,277328,edu2,Single,Handlers-cleaners,Male,0,0,32,White,<=50K
Private,355053,edu2,Single,Other-service,Female,0,0,28,Black,<=50K
Self-emp-inc,22743,edu3,Single,Exec-managerial,Male,99999,0,70,White,>50K
Private,182117,edu2,Single,Other-service,Male,0,0,40,White,<=50K
Private,133669,edu2,Married,Adm-clerical,Male,0,0,40,White,>50K
Private,190739,edu2,Single,Other-service,Male,0,0,32,Black,<=50K
Private,180010,edu2,Single,Craft-repair,Female,0,0,40,White,<=50K
Self-emp-not-inc,200939,edu2,Married,Transport-moving,Male,0,0,72,White,<=50K
Private,90222,edu2,Single,Sales,Female,0,0,40,White,<=50K
Private,76268,edu2,Single,Exec-managerial,Female,0,0,80,White,<=50K
Private,311249,edu2,Single,Adm-clerical,Female,0,0,38,Black,<=50K
Self-emp-inc,157466,edu2,Married,Adm-clerical,Male,0,0,45,White,<=50K
Private,229116,edu2,Single,Other-service,Male,0,0,32,White,<=50K
Private,81497,edu2,Single,Exec-managerial,Female,0,0,65,White,<=50K
Self-emp-not-inc,44728,edu2,Married,Sales,Male,0,0,55,White,>50K
Private,35378,edu3,Married,Sales,Female,0,0,45,White,>50K
Private,131827,edu3,Married,Craft-repair,Male,0,0,70,White,<=50K
Private,45564,edu3,Single,Prof-specialty,Male,4650,0,50,White,<=50K
Private,361497,edu1,Single,Farming-fishing,Male,0,0,60,White,<=50K
Private,87546,edu2,Single,Sales,Female,0,0,40,White,<=50K
Self-emp-not-inc,174112,edu2,Single,Other-service,Female,0,0,50,White,<=50K
Self-emp-not-inc,179488,edu2,Married,Exec-managerial,Male,0,0,50,White,<=50K
Private,420040,edu2,Single,Adm-clerical,Male,0,0,40,White,<=50K
Private,588905,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,57914,edu2,Married,Protective-serv,Male,0,0,40,White,<=50K
Private,343957,edu3,Single,Sales,Male,0,0,50,White,<=50K
Private,101577,edu2,Single,Adm-clerical,Female,0,1668,20,Asian-Pac-Islander,<=50K
Private,285294,edu3,Married,Sales,Female,15024,0,45,Black,>50K
Private,133420,edu2,Married,Craft-repair,Male,5013,0,40,White,<=50K
State-gov,373432,edu3,Married,Prof-specialty,Male,7298,0,55,White,>50K
Private,118376,edu2,Single,Sales,Female,0,0,15,White,<=50K
Private,47902,edu2,Married,Sales,Male,0,0,35,White,>50K
Private,572285,edu2,Single,Other-service,Female,0,0,20,White,<=50K
Private,250261,edu1,Single,Handlers-cleaners,Male,0,0,55,White,<=50K
Self-emp-not-inc,295591,edu1,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,189027,edu3,Single,Handlers-cleaners,Male,0,0,40,White,<=50K
Self-emp-not-inc,209146,edu2,Married,Transport-moving,Male,0,0,60,White,<=50K
Private,185359,edu2,Married,Adm-clerical,Male,0,0,40,White,<=50K
Private,119411,edu2,Single,Farming-fishing,Male,0,0,40,White,<=50K
Private,167832,edu1,Married,Craft-repair,Male,0,0,40,White,<=50K
Private,314525,edu3,Single,Prof-specialty,Male,0,0,40,White,<=50K
Private,257200,edu2,Married,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,165346,edu3,Single,Exec-managerial,Female,0,0,8,White,<=50K
Private,235167,edu1,Married,Priv-house-serv,Female,0,0,32,White,<=50K
Private,327127,edu1,Single,Transport-moving,Male,0,0,20,White,<=50K
Private,173858,edu2,Married,Machine-op-inspct,Male,0,1902,40,Asian-Pac-Islander,<=50K
Private,256609,edu1,Married,Machine-op-inspct,Male,0,0,40,White,<=50K
Local-gov,124094,edu2,Married,Craft-repair,Male,5013,0,35,White,<=50K
Private,224964,edu2,Single,Other-service,Female,0,0,25,White,<=50K
Private,198368,edu3,Single,Sales,Male,0,0,40,White,<=50K
Private,94081,edu3,Married,Exec-managerial,Male,0,0,44,White,>50K
Self-emp-not-inc,156951,edu3,Married,Machine-op-inspct,Male,3103,0,40,White,>50K
Private,102318,edu3,Married,Exec-managerial,Male,0,0,45,White,>50K
Private,372020,edu2,Married,Sales,Male,5013,0,50,White,<=50K
Self-emp-not-inc,181307,edu3,Married,Prof-specialty,Male,15024,0,65,White,>50K
Private,55272,edu3,Married,Craft-repair,Male,0,0,40,White,<=50K
Self-emp-not-inc,352712,edu3,Married,Farming-fishing,Male,0,0,55,White,<=50K
Private,308171,edu2,Single,Tech-support,Female,0,0,50,Black,<=50K
Self-emp-not-inc,242434,edu3,Single,Sales,Female,27828,0,60,White,>50K
Private,239755,edu2,Single,Sales,Male,0,0,50,White,<=50K
Private,138892,edu2,Married,Craft-repair,Male,0,0,40,Black,<=50K
Private,154641,edu3,Married,Adm-clerical,Male,0,0,40,White,<=50K
Self-emp-not-inc,177457,edu2,Married,Other-service,Male,0,0,40,Black,<=50K
Private,48093,edu3,Single,Craft-repair,Male,0,0,90,White,>50K
State-gov,177048,edu2,Married,Protective-serv,Male,0,0,40,Black,<=50K
Private,169324,edu1,Single,Other-service,Female,0,0,40,Black,<=50K
Private,857532,edu2,Single,Machine-op-inspct,Male,0,0,40,Black,<=50K
Self-emp-inc,30751,edu3,Single,Exec-managerial,Male,0,0,60,White,<=50K
Private,212826,edu2,Married,Other-service,Male,0,0,40,Black,<=50K
Private,207419,edu2,Single,Craft-repair,Male,0,0,60,White,<=50K
Private,108687,edu2,Single,Sales,Female,0,0,40,White,<=50K
Private,143280,edu1,Single,Priv-house-serv,Female,0,0,24,White,<=50K
Private,269246,edu1,Married,Farming-fishing,Male,0,0,40,White,<=50K
Self-emp-not-inc,420895,edu3,Married,Sales,Male,0,0,47,White,<=50K
Private,192894,edu2,Married,Craft-repair,Male,0,0,40,White,>50K
Private,279679,edu2,Single,Exec-managerial,Male,0,0,45,White,<=50K
Private,113035,edu2,Single,Exec-managerial,Male,0,0,40,White,<=50K
Private,312923,edu1,Married,Craft-repair,Male,0,0,40,White,<=50K
Local-gov,182070,edu1,Single,Other-service,Female,0,0,16,White,<=50K
Private,33658,edu2,Married,Craft-repair,Male,0,3004,40,White,>50K
Private,266281,edu1,Single,Machine-op-inspct,Female,6849,0,40,Black,<=50K
Private,101460,edu2,Single,Other-service,Female,0,0,18,White,<=50K
Private,179579,edu2,Single,Craft-repair,Male,0,0,40,White,<=50K
Local-gov,38948,edu2,Married,Protective-serv,Male,0,0,50,White,<=50K
Local-gov,48520,edu3,Single,Protective-serv,Male,0,0,40,White,<=50K
Private,202091,edu2,Married,Adm-clerical,Female,0,0,40,White,<=50K
Private,149102,edu2,Married,Handlers-cleaners,Male,2174,0,60,White,<=50K
Private,365430,edu2,Married,Handlers-cleaners,Male,0,0,40,White,>50K
Private,73514,edu2,Single,Sales,Female,0,0,40,Asian-Pac-Islander,<=50K
State-gov,240738,edu2,Married,Craft-repair,Male,0,0,40,White,>50K
Federal-gov,469705,edu2,Single,Craft-repair,Male,0,1980,40,Black,<=50K
Local-gov,274200,edu2,Married,Prof-specialty,Male,0,0,40,White,>50K
Private,118401,edu2,Single,Other-service,Female,0,0,30,White,<=50K
Self-emp-not-inc,213024,edu2,Single,Farming-fishing,Male,0,0,30,White,<=50K
Private,173858,edu3,Married,Exec-managerial,Male,7688,0,35,Asian-Pac-Islander,>50K
Private,474617,edu2,Single,Sales,Male,5455,0,40,Black,<=50K
Self-emp-not-inc,28281,edu3,Married,Farming-fishing,Male,0,0,40,White,>50K
Private,76487,edu2,Married,Machine-op-inspct,Male,0,0,40,White,<=50K
Private,168470,edu3,Single,Exec-managerial,Male,0,0,40,White,<=50K
Private,31438,edu1,Married,Transport-moving,Male,0,0,43,White,<=50K
Private,21626,edu2,Single,Adm-clerical,Male,0,0,43,White,<=50K
Private,192878,edu3,Married,Machine-op-inspct,Male,0,0,40,White,>50K
Private,238917,edu1,Single,Craft-repair,Male,0,0,40,White,<=50K
Self-emp-not-inc,427474,edu2,Married,Sales,Male,0,0,60,White,>50K
Self-emp-inc,153516,edu2,Single,Craft-repair,Male,0,0,35,White,<=50K
Private,208613,edu3,Single,Tech-support,Male,0,0,40,White,<=50K
Private,377017,edu3,Single,Sales,Male,0,0,32,White,<=50K
Private,266960,edu2,Single,Machine-op-inspct,Female,0,0,25,White,<=50K
Private,94156,edu2,Married,Adm-clerical,Male,0,0,50,White,<=50K
Private,23545,edu2,Single,Protective-serv,Male,0,0,40,White,<=50K
Private,420749,edu2,Married,Craft-repair,Male,0,0,30,White,<=50K
Private,199266,edu3,Single,Exec-managerial,Female,0,0,30,White,<=50K
Private,194723,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,124827,edu3,Single,Transport-moving,Male,0,0,40,White,<=50K
Private,263871,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Federal-gov,311671,edu2,Married,Exec-managerial,Male,0,0,40,White,>50K
Private,334039,edu3,Married,Exec-managerial,Male,7298,0,44,White,>50K
Private,98561,edu2,Single,Tech-support,Male,0,0,39,White,>50K
Private,82777,edu2,Married,Exec-managerial,Male,0,0,30,White,<=50K
Local-gov,115511,edu2,Married,Farming-fishing,Male,0,2002,40,White,<=50K
Private,264095,edu2,Married,Handlers-cleaners,Male,9386,0,24,White,>50K
Private,165302,edu2,Single,Adm-clerical,Female,0,0,40,Other,<=50K
Private,99408,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,154949,edu1,Married,Other-service,Female,0,0,40,Black,>50K
Self-emp-inc,149102,edu3,Married,Exec-managerial,Male,0,0,35,White,>50K
Self-emp-not-inc,265266,edu3,Married,Prof-specialty,Male,0,0,40,White,>50K
Local-gov,166295,edu3,Single,Prof-specialty,Male,0,2339,55,White,<=50K
Private,89559,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,218676,edu2,Married,Machine-op-inspct,Male,0,0,43,White,<=50K
Private,113912,edu3,Married,Prof-specialty,Female,0,0,20,White,<=50K
Private,151910,edu2,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,235683,edu2,Married,Sales,Female,0,0,40,White,>50K
Private,191841,edu3,Single,Prof-specialty,Female,0,0,30,White,<=50K
Private,247507,edu1,Single,Craft-repair,Male,0,0,43,White,<=50K
Federal-gov,118686,edu3,Single,Prof-specialty,Female,0,0,45,White,<=50K
Private,150042,edu2,Married,Exec-managerial,Female,0,0,40,White,>50K
Federal-gov,196912,edu3,Single,Prof-specialty,Male,0,0,40,Black,<=50K
Private,218490,edu3,Married,Sales,Male,0,0,60,White,<=50K
Private,183612,edu2,Married,Machine-op-inspct,Male,0,0,40,White,>50K
Local-gov,138597,edu2,Single,Other-service,Female,0,0,25,Black,<=50K
Private,181020,edu1,Single,Handlers-cleaners,Male,0,0,30,White,<=50K
Private,145441,edu3,Married,Prof-specialty,Male,0,0,40,White,>50K
Private,185647,edu2,Married,Craft-repair,Male,0,0,45,White,<=50K
Private,215247,edu2,Single,Adm-clerical,Female,0,0,20,White,<=50K
Private,175622,edu3,Married,Tech-support,Male,0,0,40,White,<=50K
Private,190088,edu2,Married,Adm-clerical,Female,0,0,30,White,<=50K
Private,216385,edu2,Married,Machine-op-inspct,Male,0,1740,40,Black,<=50K
Private,143554,edu2,Single,Adm-clerical,Female,0,0,38,White,<=50K
Private,226296,edu3,Married,Prof-specialty,Male,0,0,40,White,>50K
Private,173673,edu1,Single,Other-service,Female,0,0,40,White,<=50K
Private,195576,edu2,Single,Prof-specialty,Male,3325,0,50,White,<=50K
State-gov,138371,edu2,Single,Farming-fishing,Male,0,0,32,White,<=50K
Private,117606,edu3,Single,Adm-clerical,Female,0,0,40,White,<=50K
Private,226875,edu1,Married,Sales,Male,0,0,50,White,<=50K
Private,175059,edu2,Single,Sales,Female,0,0,40,White,<=50K
Private,195734,edu2,Single,Adm-clerical,Female,2354,0,40,White,<=50K
Private,37088,edu2,Married,Craft-repair,Male,0,0,40,White,<=50K
Self-emp-not-inc,427422,edu3,Married,Sales,Male,0,2377,25,White,>50K
