year,marital,divorce,childs,age,educ,sex,race,relig,xmovie,pornlaw,hapmar
2000,married,ds_yes,0,51,17,male,white,protestant,x_no,illegalillegal8,veryhappy
1998,married,ds_no,0,26,15,male,white,protestant,x_yes,illegalillegal8,veryhappy
2010,married,ds_no,0,78,16,female,white,catholic,x_no,illegal,veryhappy
1976,married,ds_yes,2,39,17,male,white,protestant,x_yes,illegalillegal8,veryhappy
1986,married,ds_yes,5,44,12,female,white,protestant,x_yes,illegalillegal8,veryhappy
1986,married,ds_no,4,78,3,male,white,protestant,x_no,illegalillegal8,veryhappy
2002,married,ds_yes,2,61,17,male,white,protestant,x_no,illegalillegal8,veryhappy
2012,married,ds_no,3,55,16,female,white,protestant,x_no,illegal,veryhappy
2010,married,ds_yes,3,79,14,female,white,none,x_no,legal,veryhappy
1998,married,ds_no,2,29,99,male,white,catholic,x_yes,illegal,veryhappy
2018,married,ds_no,2,28,12,male,white,protestant,x_no,illegalillegal8,veryhappy
1980,married,ds_no,1,24,16,male,white,catholic,x_no,illegalillegal8,veryhappy
1980,married,ds_yes,2,38,10,male,white,protestant,x_yes,illegal,veryhappy
2002,married,ds_no,1,78,12,male,white,protestant,x_no,illegal,veryhappy
2016,married,ds_yes,1,69,13,male,white,protestant,x_no,illegalillegal8,veryhappy
2008,married,ds_no,1,62,12,female,white,protestant,x_no,illegal,veryhappy
2012,married,ds_no,3,42,8,female,black,protestant,x_no,illegalillegal8,veryhappy
1978,married,ds_no,2,37,12,female,white,protestant,x_no,illegalillegal8,veryhappy
2010,married,ds_no,0,62,15,female,black,protestant,x_no,illegal,veryhappy
1973,married,ds_no,5,49,9,male,white,catholic,x_yes,illegal,veryhappy
1984,married,ds_no,2,45,12,female,white,catholic,x_no,illegal,veryhappy
2006,married,ds_no,1,37,14,male,other,protestant,x_no,illegal,veryhappy
2016,married,ds_yes,1,27,12,female,white,protestant,x_no,illegal,veryhappy
1984,married,ds_no,3,51,12,male,white,catholic,x_yes,illegalillegal8,veryhappy
1976,married,ds_no,1,24,12,female,white,protestant,x_no,illegalillegal8,veryhappy
1996,married,ds_yes,0,64,12,female,white,protestant,x_no,illegal,veryhappy
1980,married,ds_no,1,62,6,female,white,catholic,x_no,illegal,veryhappy
1975,married,ds_no,2,59,13,male,white,catholic,x_no,illegalillegal8,veryhappy
1996,married,ds_no,3,58,12,female,white,protestant,x_no,illegal,veryhappy
1973,married,ds_yes,2,55,7,male,white,protestant,x_no,illegal,veryhappy
1984,married,ds_no,3,45,8,female,white,protestant,x_yes,illegal,veryhappy
1976,married,ds_no,2,71,12,female,white,protestant,x_no,legal,veryhappy
1987,married,ds_no,4,62,12,female,white,protestant,x_yes,illegal,veryhappy
2006,married,ds_no,2,30,18,male,white,catholic,x_no,illegalillegal8,veryhappy
1980,married,ds_no,3,58,13,male,white,protestant,x_no,illegalillegal8,veryhappy
1993,married,ds_no,2,67,12,female,white,catholic,x_no,illegal,veryhappy
1975,married,ds_no,4,33,12,female,white,protestant,x_no,legal,veryhappy
2006,married,ds_no,1,34,12,male,white,none,x_no,illegalillegal8,veryhappy
1998,married,ds_no,1,32,13,female,white,catholic,x_no,illegalillegal8,veryhappy
1998,married,ds_no,2,51,14,male,white,catholic,x_no,illegalillegal8,veryhappy
1980,married,ds_no,0,56,11,female,black,protestant,x_no,illegal,veryhappy
1978,married,ds_no,2,42,12,female,white,protestant,x_no,illegal,veryhappy
1975,married,ds_no,4,70,6,female,white,protestant,x_no,dontknow,veryhappy
1983,married,ds_yes,5,31,9,female,white,none,x_yes,illegalillegal8,veryhappy
2006,married,ds_no,0,29,16,female,white,catholic,x_no,illegal,veryhappy
1989,married,ds_no,0,23,12,male,white,protestant,x_yes,illegal,veryhappy
2000,married,ds_no,2,36,12,male,white,protestant,x_no,illegalillegal8,veryhappy
1998,married,ds_no,0,35,20,female,white,protestant,x_no,illegalillegal8,veryhappy
1975,married,ds_yes,1,26,17,female,white,catholic,x_yes,illegalillegal8,veryhappy
2008,married,ds_yes,0,52,13,female,white,protestant,x_yes,illegalillegal8,veryhappy
1976,married,ds_no,1,21,13,female,white,protestant,x_yes,illegalillegal8,veryhappy
1994,married,ds_yes,2,33,16,female,white,none,x_no,illegalillegal8,veryhappy
2012,married,ds_yes,3,55,14,male,white,protestant,x_no,illegalillegal8,veryhappy
1973,married,ds_no,5,73,13,male,white,protestant,x_no,illegal,veryhappy
1994,married,ds_yes,1,34,14,male,white,protestant,x_no,illegalillegal8,veryhappy
2012,married,ds_yes,4,29,12,female,white,protestant,x_no,illegal,veryhappy
2008,married,ds_no,3,59,20,female,white,protestant,x_no,illegal,veryhappy
1989,married,ds_no,2,33,12,male,white,none,x_yes,illegalillegal8,veryhappy
1993,married,ds_no,3,35,14,female,white,catholic,x_no,illegal,veryhappy
1993,married,ds_yes,1,56,10,female,white,protestant,x_no,illegal,veryhappy
1975,married,ds_no,2,48,12,male,white,protestant,x_no,illegal,veryhappy
1975,married,ds_no,4,40,13,female,white,catholic,x_no,illegalillegal8,veryhappy
1978,married,ds_no,2,35,12,female,white,catholic,x_no,illegalillegal8,veryhappy
1991,married,ds_no,3,47,14,female,white,protestant,x_no,illegal,veryhappy
1987,married,ds_yes,4,43,9,female,white,other,x_no,illegal,veryhappy
1978,married,ds_no,2,34,17,female,white,jewish,x_no,illegalillegal8,veryhappy
1998,married,ds_no,2,36,16,male,white,catholic,x_no,illegalillegal8,veryhappy
1984,married,ds_no,2,33,12,female,white,protestant,x_no,illegal,veryhappy
2016,married,ds_yes,0,32,14,female,white,none,x_no,illegal,veryhappy
1986,married,ds_no,1,49,16,male,white,protestant,x_yes,illegalillegal8,veryhappy
1973,married,ds_no,3,24,14,male,black,protestant,x_yes,legal,veryhappy
1978,married,ds_yes,3,29,11,female,white,protestant,x_no,illegalillegal8,veryhappy
2016,married,ds_no,2,81,19,male,white,catholic,x_no,illegalillegal8,veryhappy
1991,married,ds_no,0,28,12,male,white,protestant,x_yes,illegalillegal8,veryhappy
1998,married,ds_no,1,23,13,male,other,catholic,x_yes,illegalillegal8,veryhappy
2000,married,ds_no,6,75,16,male,other,catholic,x_no,illegal,veryhappy
1973,married,ds_no,0,68,8,male,white,protestant,x_no,illegal,veryhappy
2014,married,ds_no,2,49,16,male,white,none,x_no,illegalillegal8,veryhappy
2000,married,ds_yes,2,48,11,male,white,protestant,x_yes,illegalillegal8,veryhappy
1975,married,ds_no,6,51,12,female,white,protestant,x_no,illegal,veryhappy
1990,married,ds_no,3,54,14,female,black,protestant,x_no,illegal,veryhappy
1994,married,ds_no,7,50,13,male,white,catholic,x_no,illegalillegal8,veryhappy
2014,married,ds_no,2,40,17,female,white,christian,x_no,illegal,veryhappy
2016,married,ds_yes,0,64,12,male,white,protestant,x_no,illegal,veryhappy
1983,married,ds_yes,3,33,13,male,white,protestant,x_no,illegalillegal8,veryhappy
1994,married,ds_no,2,76,12,female,white,protestant,x_no,illegalillegal8,veryhappy
1976,married,ds_no,0,23,12,female,white,catholic,x_no,illegalillegal8,veryhappy
2002,married,ds_no,3,57,12,female,white,catholic,x_no,illegal,veryhappy
1998,married,ds_yes,3,62,12,male,white,protestant,x_no,illegal,veryhappy
2004,married,ds_no,3,60,7,male,white,catholic,x_no,illegal,veryhappy
1980,married,ds_no,1,63,12,male,white,protestant,x_no,legal,veryhappy
1984,married,ds_no,2,60,16,male,white,catholic,x_no,illegalillegal8,veryhappy
2010,married,ds_no,2,60,11,female,white,catholic,x_no,illegal,veryhappy
1973,married,ds_no,1,30,12,female,white,catholic,x_no,illegal,veryhappy
1973,married,ds_yes,2,39,12,female,white,jewish,x_yes,illegal,veryhappy
2000,married,ds_no,7,72,8,male,white,protestant,x_no,illegal,veryhappy
2006,married,ds_no,1,35,16,male,white,protestant,x_yes,illegalillegal8,veryhappy
1989,married,ds_yes,3,74,9,male,white,none,x_no,illegalillegal8,veryhappy
2006,married,ds_yes,9,54,14,female,white,jewish,x_no,legal,veryhappy
1987,married,ds_no,1,27,12,male,white,protestant,x_no,illegalillegal8,veryhappy
1973,married,ds_no,2,26,8,female,white,protestant,x_no,illegalillegal8,veryhappy
2004,married,ds_no,1,55,11,female,white,none,x_no,illegal,veryhappy
1986,married,ds_no,1,38,9,male,white,catholic,x_no,illegalillegal8,veryhappy
1984,married,ds_no,2,33,15,male,white,protestant,x_no,illegalillegal8,veryhappy
1978,married,ds_no,3,32,11,male,white,none,x_no,illegal,veryhappy
1996,married,ds_no,0,23,12,male,black,protestant,x_yes,illegalillegal8,veryhappy
1976,married,ds_no,2,27,12,female,white,catholic,x_no,illegalillegal8,veryhappy
1976,married,ds_no,4,67,8,male,white,protestant,x_no,legal,veryhappy
1987,married,ds_no,3,42,12,male,white,protestant,x_no,illegalillegal8,veryhappy
2014,married,ds_yes,2,48,18,female,white,catholic,x_no,illegal,veryhappy
1975,married,ds_no,0,80,6,male,white,protestant,x_no,illegal,veryhappy
1989,married,ds_yes,2,28,12,female,white,none,x_no,illegal,veryhappy
1996,married,ds_yes,3,41,13,female,white,protestant,x_no,illegal,veryhappy
2014,married,ds_no,7,86,11,female,other,catholic,x_no,illegal,veryhappy
2010,married,ds_no,5,71,12,male,white,catholic,x_no,illegal,veryhappy
2008,married,ds_yes,2,56,14,female,white,protestant,x_no,illegal,veryhappy
1988,married,ds_no,2,26,16,female,white,protestant,x_no,illegal,veryhappy
1983,married,ds_no,2,25,15,female,white,protestant,x_no,illegal,veryhappy
2014,married,ds_no,0,62,12,male,white,protestant,x_no,illegal,veryhappy
2008,married,ds_no,3,77,12,male,white,protestant,x_no,illegal,veryhappy
1973,married,ds_no,0,54,12,female,white,catholic,x_no,illegal,veryhappy
2008,married,ds_no,1,75,14,female,white,catholic,x_no,illegal,veryhappy
2016,married,ds_no,2,38,16,female,white,protestant,x_no,illegal,veryhappy
2000,married,ds_no,2,75,18,female,white,protestant,x_no,illegal,veryhappy
2000,married,ds_no,2,67,18,male,other,hinduism,x_no,illegal,veryhappy
2018,married,ds_yes,2,60,16,female,white,protestant,x_no,illegalillegal8,veryhappy
1975,married,ds_no,0,27,12,male,white,protestant,x_yes,illegal,veryhappy
2014,married,ds_no,8,68,12,male,black,protestant,x_no,illegal,veryhappy
1991,married,ds_no,2,39,16,female,white,catholic,x_no,illegalillegal8,veryhappy
1991,married,ds_no,1,22,11,female,black,catholic,x_no,illegalillegal8,veryhappy
2008,married,ds_no,4,35,18,female,other,catholic,x_yes,illegalillegal8,veryhappy
2004,married,ds_no,0,33,16,male,white,jewish,x_yes,illegalillegal8,veryhappy
2012,married,ds_no,1,77,3,male,white,protestant,x_no,illegal,veryhappy
2006,married,ds_no,6,68,16,male,white,catholic,x_no,illegalillegal8,veryhappy
1983,married,ds_no,4,44,12,male,white,protestant,x_no,illegal,veryhappy
1976,married,ds_no,1,70,10,male,white,catholic,x_no,illegal,veryhappy
1987,married,ds_no,2,32,12,male,white,protestant,x_no,illegal,veryhappy
1987,married,ds_no,0,38,16,female,white,none,x_no,illegalillegal8,veryhappy
1980,married,ds_no,2,51,13,female,white,protestant,x_no,illegal,veryhappy
1976,married,ds_no,3,32,12,female,white,protestant,x_no,illegalillegal8,veryhappy
1976,married,ds_no,4,42,16,female,white,protestant,x_no,illegalillegal8,veryhappy
1996,married,ds_no,4,66,12,male,white,protestant,x_no,illegal,veryhappy
2006,married,ds_no,0,27,18,female,white,catholic,x_no,illegalillegal8,veryhappy
1998,married,ds_no,2,50,10,female,other,catholic,x_no,illegal,veryhappy
1988,married,ds_yes,6,52,12,female,white,catholic,x_yes,illegal,veryhappy
1978,married,ds_no,2,34,12,female,white,protestant,x_no,illegal,veryhappy
1980,married,ds_no,1,66,11,female,white,protestant,x_no,illegal,veryhappy
1978,married,ds_no,2,42,13,female,white,protestant,x_no,illegal,veryhappy
1978,married,ds_no,1,31,17,male,white,catholic,x_no,illegalillegal8,veryhappy
1991,married,ds_no,0,27,13,male,white,protestant,x_no,illegalillegal8,veryhappy
1990,married,ds_yes,1,25,11,female,white,other,x_yes,illegalillegal8,veryhappy
1984,married,ds_no,5,58,14,female,white,catholic,x_no,legal,veryhappy
1993,married,ds_no,3,68,12,female,white,protestant,x_yes,illegal,veryhappy
1986,married,ds_no,4,47,13,female,white,protestant,x_no,illegal,veryhappy
1975,married,ds_no,0,52,16,male,white,protestant,x_no,illegalillegal8,veryhappy
1975,married,ds_yes,3,33,14,male,white,protestant,x_no,illegalillegal8,veryhappy
2002,married,ds_yes,0,51,15,male,white,othereastern,x_yes,illegalillegal8,veryhappy
2006,married,ds_no,2,43,11,female,white,protestant,x_no,illegalillegal8,veryhappy
1994,married,ds_yes,3,73,19,male,white,protestant,x_no,illegalillegal8,veryhappy
2010,married,ds_no,2,49,12,male,white,protestant,x_no,illegalillegal8,veryhappy
1989,married,ds_yes,3,61,12,female,white,protestant,x_no,illegalillegal8,veryhappy
1994,married,ds_yes,2,48,12,female,white,protestant,x_no,illegal,veryhappy
1973,married,ds_no,1,26,14,male,white,catholic,x_no,illegalillegal8,veryhappy
1991,married,ds_no,2,39,16,male,white,protestant,x_no,illegal,veryhappy
2004,married,ds_no,2,89,11,female,white,protestant,x_no,illegal,veryhappy
2012,married,ds_no,3,61,16,male,white,catholic,x_no,illegalillegal8,veryhappy
2006,married,ds_no,2,49,16,female,white,catholic,x_no,illegalillegal8,veryhappy
1990,married,ds_no,0,28,12,male,white,protestant,x_yes,illegalillegal8,veryhappy
2018,married,ds_no,3,59,12,male,black,none,x_no,illegal,veryhappy
1996,married,ds_no,2,35,18,male,white,protestant,x_no,illegalillegal8,veryhappy
1990,married,ds_no,0,33,12,male,white,catholic,x_no,illegal,veryhappy
2010,married,ds_no,1,29,19,female,white,catholic,x_no,illegal,veryhappy
1989,married,ds_no,2,60,19,male,white,catholic,x_no,illegal,veryhappy
2014,married,ds_no,0,63,12,female,white,protestant,x_no,illegal,veryhappy
1988,married,ds_no,3,59,8,male,black,protestant,x_no,illegalillegal8,veryhappy
1983,married,ds_yes,3,30,8,female,white,protestant,x_no,illegal,veryhappy
1976,married,ds_no,3,42,19,male,white,catholic,x_yes,illegalillegal8,veryhappy
2016,married,ds_no,2,38,14,female,white,none,x_no,illegal,veryhappy
1983,married,ds_no,3,31,12,female,white,catholic,x_yes,illegalillegal8,veryhappy
1987,married,ds_no,2,39,17,female,white,protestant,x_no,illegal,veryhappy
2012,married,ds_no,0,64,16,female,white,protestant,x_no,illegal,veryhappy
1975,married,ds_no,3,81,8,male,white,catholic,x_no,dontknow,veryhappy
1983,married,ds_yes,0,38,8,female,white,protestant,x_no,illegal,veryhappy
1994,married,ds_no,3,34,13,female,black,protestant,x_yes,illegalillegal8,veryhappy
2010,married,ds_yes,2,56,14,female,white,catholic,x_no,illegalillegal8,veryhappy
2008,married,ds_no,3,45,14,male,other,protestant,x_no,illegalillegal8,veryhappy
1993,married,ds_no,0,30,12,female,white,protestant,x_no,illegal,veryhappy
1973,married,ds_no,1,26,12,female,white,protestant,x_no,illegal,veryhappy
1978,married,ds_no,4,44,12,female,white,catholic,x_no,illegal,veryhappy
1996,married,ds_yes,2,62,12,male,white,protestant,x_no,illegal,veryhappy
1994,married,ds_yes,2,58,10,male,white,protestant,x_no,illegalillegal8,veryhappy
1973,married,ds_no,2,51,12,male,white,catholic,x_no,illegalillegal8,veryhappy
1986,married,ds_no,3,33,11,female,white,protestant,x_yes,illegalillegal8,veryhappy
2012,married,ds_no,2,99,14,female,other,catholic,x_no,illegalillegal8,veryhappy
2000,married,ds_no,2,62,13,male,white,protestant,x_no,illegalillegal8,veryhappy
2000,married,ds_yes,2,52,12,female,white,catholic,x_no,illegal,veryhappy
1975,married,ds_yes,2,28,14,female,white,protestant,x_no,illegalillegal8,veryhappy
1983,married,ds_no,4,99,18,female,white,protestant,x_no,legal,veryhappy
1975,married,ds_no,4,35,9,female,white,catholic,x_no,illegalillegal8,veryhappy
2016,married,ds_yes,1,41,14,male,white,protestant,x_no,illegalillegal8,veryhappy
1983,married,ds_no,7,46,10,female,white,catholic,x_no,illegalillegal8,veryhappy
1975,married,ds_no,0,29,16,male,white,protestant,x_yes,illegalillegal8,veryhappy
1973,married,ds_yes,0,63,6,female,black,protestant,x_no,illegal,veryhappy
1996,married,ds_no,0,40,12,male,white,none,x_no,illegalillegal8,veryhappy
2006,married,ds_no,1,39,18,female,white,catholic,x_no,illegalillegal8,veryhappy
1993,married,ds_no,2,79,12,female,white,protestant,x_no,illegal,veryhappy
1980,married,ds_yes,3,28,12,female,white,protestant,x_no,illegal,veryhappy
2008,married,ds_no,2,58,11,female,white,protestant,x_no,illegal,veryhappy
1994,married,ds_no,2,26,14,male,white,protestant,x_yes,illegalillegal8,veryhappy
1975,married,ds_no,0,23,12,male,white,protestant,x_yes,illegalillegal8,veryhappy
1984,married,ds_no,4,53,12,male,white,catholic,x_no,illegal,veryhappy
1984,married,ds_no,5,43,12,female,white,protestant,x_no,illegal,veryhappy
1996,married,ds_no,5,60,12,female,white,protestant,x_no,illegalillegal8,veryhappy
1983,married,ds_no,8,75,14,male,other,catholic,x_no,illegalillegal8,veryhappy
2008,married,ds_no,1,49,16,female,white,protestant,x_no,illegal,veryhappy
1978,married,ds_no,4,65,8,female,white,protestant,x_no,illegal,veryhappy
2018,married,ds_no,5,48,18,male,white,protestant,x_no,illegalillegal8,veryhappy
1984,married,ds_no,0,61,11,male,white,catholic,x_no,illegal,veryhappy
2014,married,ds_no,1,55,16,female,white,catholic,x_no,illegal,veryhappy
1973,married,ds_no,0,22,15,female,black,protestant,x_no,illegalillegal8,veryhappy
1994,married,ds_no,0,24,16,male,white,protestant,x_yes,illegalillegal8,veryhappy
1984,married,ds_no,1,24,12,female,white,protestant,x_no,illegalillegal8,veryhappy
1978,married,ds_no,0,44,12,male,white,protestant,x_no,illegalillegal8,veryhappy
1978,married,ds_no,1,65,12,male,black,protestant,x_no,illegal,veryhappy
1987,married,ds_no,1,28,16,male,black,protestant,x_yes,illegalillegal8,veryhappy
1983,married,ds_yes,2,34,12,female,white,protestant,x_no,illegal,veryhappy
1973,married,ds_no,3,29,12,female,white,catholic,x_no,illegalillegal8,veryhappy
1983,married,ds_no,4,60,12,male,white,protestant,x_no,illegal,veryhappy
1975,married,ds_no,1,43,10,female,white,protestant,x_no,illegalillegal8,veryhappy
1996,married,ds_no,3,51,10,male,white,protestant,x_no,illegal,veryhappy
1980,married,ds_yes,0,72,8,female,black,protestant,x_no,illegal,veryhappy
2006,married,ds_no,2,44,16,male,white,protestant,x_yes,illegalillegal8,veryhappy
1986,married,ds_no,0,25,12,male,white,catholic,x_no,illegalillegal8,veryhappy
2006,married,ds_yes,6,82,12,male,white,catholic,x_no,illegalillegal8,veryhappy
2006,married,ds_no,3,59,12,female,other,catholic,x_no,illegalillegal8,veryhappy
2002,married,ds_no,1,33,16,male,other,muslim,x_yes,illegal,veryhappy
1983,married,ds_no,2,54,20,male,white,jewish,x_no,illegalillegal8,veryhappy
2008,married,ds_yes,2,39,14,male,white,catholic,x_yes,illegalillegal8,veryhappy
1975,married,ds_no,0,26,16,female,white,catholic,x_no,illegalillegal8,veryhappy
2008,married,ds_yes,2,48,16,female,white,protestant,x_no,illegalillegal8,veryhappy
1976,married,ds_yes,1,46,12,male,white,protestant,x_no,illegal,veryhappy
1976,married,ds_no,3,52,12,female,white,catholic,x_no,illegal,veryhappy
2016,married,ds_no,2,42,19,female,other,nativeamerican,x_yes,illegal,veryhappy
1976,married,ds_no,0,28,14,male,white,protestant,x_no,illegal,veryhappy
2000,married,ds_no,2,38,16,female,white,none,x_yes,illegalillegal8,veryhappy
1973,married,ds_no,3,36,16,male,white,protestant,x_yes,illegalillegal8,veryhappy
1994,married,ds_yes,5,51,10,male,black,protestant,x_yes,illegalillegal8,veryhappy
1978,married,ds_no,8,48,19,male,white,protestant,x_no,illegal,veryhappy
2002,married,ds_no,2,43,12,male,white,protestant,x_no,illegal,veryhappy
1996,married,ds_no,2,27,16,female,white,protestant,x_no,illegal,veryhappy
1991,married,ds_no,1,42,16,female,white,other,x_no,illegalillegal8,veryhappy
1978,married,ds_yes,2,28,11,female,white,none,x_yes,illegalillegal8,veryhappy
2016,married,ds_no,0,59,16,female,white,jewish,x_yes,illegalillegal8,veryhappy
1975,married,ds_no,0,74,8,male,white,protestant,x_no,illegal,veryhappy
2002,married,ds_no,1,69,12,female,white,protestant,x_no,illegal,veryhappy
1980,married,ds_yes,2,33,12,female,white,protestant,x_no,illegal,veryhappy
1983,married,ds_no,2,81,18,male,white,protestant,x_no,illegalillegal8,veryhappy
1973,married,ds_no,2,50,16,female,white,protestant,x_yes,illegalillegal8,veryhappy
1996,married,ds_yes,3,41,12,female,white,catholic,x_yes,illegalillegal8,veryhappy
2006,married,ds_no,3,65,13,male,white,catholic,x_no,illegal,veryhappy
1978,married,ds_no,0,30,19,female,white,protestant,x_yes,illegalillegal8,veryhappy
2004,married,ds_no,3,73,16,male,white,protestant,x_no,illegal,veryhappy
1986,married,ds_no,4,35,14,male,white,catholic,x_no,illegal,veryhappy
1973,married,ds_no,2,77,13,female,black,protestant,x_no,illegalillegal8,veryhappy
2006,married,ds_no,0,23,16,female,white,protestant,x_no,illegalillegal8,veryhappy
2018,married,ds_no,4,49,12,male,white,protestant,x_no,illegalillegal8,veryhappy
2000,married,ds_no,2,64,12,male,white,catholic,x_no,illegalillegal8,veryhappy
2006,married,ds_no,2,42,17,female,white,protestant,x_no,illegalillegal8,veryhappy
1976,married,ds_yes,2,53,11,female,white,protestant,x_no,illegal,veryhappy
1989,married,ds_no,2,29,12,male,white,none,x_no,illegalillegal8,veryhappy
2000,married,ds_no,4,61,12,female,white,protestant,x_no,illegalillegal8,veryhappy
2004,married,ds_no,2,57,18,male,other,hinduism,x_no,legal,veryhappy
1987,married,ds_no,2,58,9,male,white,protestant,x_yes,illegalillegal8,veryhappy
1996,married,ds_no,1,42,9,female,white,protestant,x_no,illegal,veryhappy
1980,married,ds_yes,1,31,12,female,white,protestant,x_no,illegal,veryhappy
1976,married,ds_no,7,36,13,male,white,catholic,x_no,illegal,veryhappy
1976,married,ds_yes,6,45,13,male,white,protestant,x_no,illegalillegal8,veryhappy
1989,married,ds_no,2,36,13,female,white,protestant,x_no,illegal,veryhappy
2006,married,ds_no,1,35,18,female,white,catholic,x_no,illegal,veryhappy
1998,married,ds_no,2,28,16,female,white,protestant,x_no,illegalillegal8,veryhappy
2000,married,ds_no,2,35,12,male,white,catholic,x_no,illegal,veryhappy
1973,married,ds_no,2,54,14,male,white,none,x_no,legal,veryhappy
1983,married,ds_no,2,34,14,male,white,catholic,x_yes,illegalillegal8,veryhappy
2016,married,ds_yes,4,69,12,female,white,protestant,x_no,illegal,veryhappy
1991,married,ds_yes,4,60,13,male,white,protestant,x_no,illegal,veryhappy
1996,married,ds_no,0,32,17,female,white,catholic,x_no,illegalillegal8,veryhappy
2016,married,ds_yes,1,55,12,male,white,protestant,x_yes,illegalillegal8,veryhappy
1975,married,ds_no,3,50,12,female,white,protestant,x_no,illegalillegal8,veryhappy
1998,married,ds_no,0,41,17,female,white,buddhism,x_no,illegalillegal8,veryhappy
2002,married,ds_no,2,40,16,male,white,protestant,x_yes,illegalillegal8,veryhappy
1973,married,ds_no,1,23,12,female,white,catholic,x_no,illegalillegal8,veryhappy
1989,married,ds_no,2,29,12,female,white,catholic,x_yes,illegalillegal8,veryhappy
1994,married,ds_no,2,88,17,male,white,protestant,x_no,illegalillegal8,veryhappy
1996,married,ds_no,1,83,13,female,white,protestant,x_no,illegal,veryhappy
1986,married,ds_no,2,30,12,female,white,catholic,x_no,illegalillegal8,veryhappy
1996,married,ds_yes,2,53,14,male,white,protestant,x_no,illegal,veryhappy
2004,married,ds_no,3,82,13,female,white,protestant,x_no,illegal,veryhappy
1978,married,ds_no,2,43,12,male,white,protestant,x_no,illegal,veryhappy
1973,married,ds_no,2,32,12,female,white,protestant,x_no,illegalillegal8,veryhappy
2018,married,ds_no,0,25,13,female,other,protestant,x_no,illegalillegal8,veryhappy
2014,married,ds_no,3,53,12,male,white,protestant,x_yes,illegalillegal8,veryhappy
1993,married,ds_no,2,28,13,female,white,protestant,x_no,illegalillegal8,veryhappy
1973,married,ds_no,3,58,19,male,white,protestant,x_no,illegal,veryhappy
1975,married,ds_yes,4,43,11,male,black,protestant,x_yes,illegalillegal8,veryhappy
2014,married,ds_no,0,37,20,male,white,protestant,x_no,dontknow,veryhappy
1993,married,ds_yes,1,53,14,female,other,catholic,x_no,illegal,veryhappy
1976,married,ds_no,1,61,12,male,white,catholic,x_no,legal,veryhappy
1978,married,ds_no,0,89,7,female,white,protestant,x_no,illegalillegal8,veryhappy
2000,married,ds_no,1,44,14,female,white,catholic,x_no,illegalillegal8,veryhappy
1978,married,ds_no,0,56,14,male,white,catholic,x_no,illegal,veryhappy
1988,married,ds_no,3,44,16,male,other,none,x_no,illegalillegal8,veryhappy
2012,married,ds_no,2,30,14,female,white,protestant,x_no,illegalillegal8,veryhappy
1998,married,ds_yes,0,39,10,female,white,protestant,x_yes,illegalillegal8,veryhappy
1980,married,ds_no,0,57,12,male,white,protestant,x_no,illegal,veryhappy
2014,married,ds_no,1,38,18,female,white,protestant,x_no,illegal,veryhappy
2014,married,ds_no,4,59,8,female,white,protestant,x_no,illegal,veryhappy
1980,married,ds_no,1,42,14,male,white,protestant,x_no,illegalillegal8,veryhappy
1976,married,ds_no,0,24,11,male,white,catholic,x_yes,illegalillegal8,veryhappy
1989,married,ds_no,1,20,12,female,white,protestant,x_no,illegal,veryhappy
2014,married,ds_yes,4,56,9,male,other,catholic,x_no,illegal,veryhappy
1980,married,ds_no,2,47,12,female,white,protestant,x_no,illegal,veryhappy
1989,married,ds_no,8,51,10,male,black,protestant,x_no,illegal,veryhappy
2002,married,ds_no,2,47,16,female,white,protestant,x_no,illegalillegal8,veryhappy
1987,married,ds_no,3,45,12,female,white,protestant,x_no,illegal,veryhappy
2018,married,ds_no,1,28,16,female,white,none,x_no,illegalillegal8,veryhappy
2008,married,ds_no,1,78,16,female,white,orthodoxchristian,x_no,illegalillegal8,veryhappy
2008,married,ds_yes,2,53,12,male,white,none,x_no,illegalillegal8,veryhappy
2000,married,ds_no,2,39,13,female,white,protestant,x_no,illegal,veryhappy
1986,married,ds_no,2,62,11,male,white,none,x_no,illegalillegal8,veryhappy
1994,married,ds_no,3,44,18,female,white,catholic,x_no,illegalillegal8,veryhappy
1988,married,ds_yes,1,35,11,male,black,protestant,x_no,illegal,veryhappy
1973,married,ds_yes,4,74,8,male,white,protestant,x_no,illegalillegal8,veryhappy
1993,married,ds_no,2,46,12,male,white,protestant,x_no,illegal,veryhappy
2016,married,ds_no,0,25,16,female,white,protestant,x_no,illegal,veryhappy
2004,married,ds_no,0,45,14,female,white,protestant,x_no,illegalillegal8,veryhappy
1989,married,ds_no,3,68,16,male,white,none,x_no,illegal,veryhappy
1987,married,ds_yes,2,33,13,female,white,protestant,x_no,illegal,veryhappy
2008,married,ds_no,2,30,12,male,black,none,x_no,illegalillegal8,veryhappy
1978,married,ds_yes,1,23,14,female,black,protestant,x_no,illegal,veryhappy
2012,married,ds_yes,3,68,12,male,white,catholic,x_no,illegalillegal8,veryhappy
1978,married,ds_yes,3,36,12,male,white,protestant,x_no,illegal,veryhappy
1980,married,ds_no,2,51,7,male,white,protestant,x_no,illegal,veryhappy
2004,married,ds_no,3,56,20,male,white,catholic,x_no,illegalillegal8,veryhappy
1994,married,ds_no,2,72,9,male,white,protestant,x_no,illegalillegal8,veryhappy
1987,married,ds_no,4,54,12,male,white,protestant,x_no,illegalillegal8,veryhappy
2014,married,ds_no,2,65,16,male,white,protestant,x_no,illegal,veryhappy
